uri	sentence	label
20000278_1_S00492756	특히 휴학 기간 에서의 직무 경험은 저의 도전정신과 열정을 입증해준다고 생각합니다.	0
20000278_1_S00123614	 의 일원이 되어 더욱 많은 고객들과 리아의 추억 상품을 공유하고 싶습니다또한 저 역시 영업사원으로 근무하며 대리점장들과의 관계형성에 가장 중점을 두고 있으며 타사와는 차별화된 전략을 기획하고자 노력합니다.	1
20000278_1_S00046022	이를 통해 제품 경쟁력을 강화하여 만의 루트를 찾아가는 것은 저의 지원동기입니다.	1
20000278_1_S00113168	 은 를 대표하는 화학회사로 다양한 화학 제품을 생산 개발하고 있으며 일상 생활 및 산업 분야에 적용되어 삶의 가치를 높이는데 일조하고 있는 것으로 알고 있습니다.	1
20000278_1_S00076765	저는 scm 전략 및 사례 과목을 수강하며 유기적인 공급망의 중요성을 배웠고 이천공장에서 재고관리 업무부터 ups korea 인천공항 화물터미널에서 수출입 통관업무까지 물류의 처음부터 끝까지의 업무를 수행했습니다.	0
20000278_1_S00472245	로열티의 경우에는 라이센싱 국가별 원천징수 세율에 따라 회계 전표가 적절하게 생성되었는지 점검하였습니다.또한 ifrs 개정 및 의 영향 사항 이라는 주제로 재경본부장님을 비롯한 임원분들 앞에서 3주 동안 준비한 자료를 발표하였습니다.	0
20000278_1_S00143064	또한 커뮤니케이션 능력 협업능력 데이터 분석 및 처리 능력을 십분 발휘하여 의 지속적 매출 향상에 기여하겠습니다.	1
20000278_1_S00088131	 영업관리를 준비하며 식품공학 전공자로서 식품가공학과 발효식품학 등 수업과 haccp 팀장 교육을 이수해 식품 및 안전 지식을 쌓았습니다.	1
20000278_1_S00113042	저는 와 함께 다양한 제휴사의 니즈를 만족시킬 수 있는 소비자 인사이트를 제공하겠습니다.	1
20000278_1_S00011975	35년이 넘은 업력에도 끊임없이 새로운 변화와 혁신을 만들어내고 있는 국내 1위 그리고 아시아 1위 에서 창의적이고 신뢰 넘치는 1위 영업사원이 되고 싶습니다.	1
20000278_1_S00071261	또한 환적 문제로 인해 입고가 지연되는 건은 고객사에 최대한 양해를 구하고 입고 후 바로 불출될 수 있도록 하였습니다.한편 3pl고객사에서만 근무해봤기 때문에 의 물류운영 직무 수행 초기 시엔 약간의 애로사항을 겪을 수 있다고 생각합니다.	1
20000278_1_S00028190	지속적인 투자로 전세계 면세 시장에서 강력한 입지를 확보한 과 동반 성장하는 성실한 인재가 되고자 지원하게 되었습니다.	1
20000278_2_S00540660	그렇게 톡으로만 이야기 하던 팀원들이 서로 직접 만나서 아이디어도 이야기하고 이런저런 이야기도 하니까 서로의 관계도 돈독해지고 팀 프로젝트를 좀 더 진행하기 수월하게 만들었습니다.	0
20000278_1_S00075074	이러한 올곧음이 과 제가 닮았다고 생각하여 지원을 결심하게 되었습니다.	1
20000278_1_S00138256	또한 은 업계 최초로 모바일 전문 스튜디오를 구축하고 ar vr 전문관 핑거 쇼핑 을 기반으로 마케팅 역량을 늘려가고 있습니다.	1
20000278_1_S00460812	전역 후 1년간의 휴학기간동안 첫 목표였던 유럽여행 경비마련을 위해 협력업체에서 기술보조로 5개월간 아르바이트를 하였습니다.	0
20000278_1_S00078410	 글로벌 을 위한 상품 기획과 외국어 습득 입사 후 1년 저는 의 성공적인 객실 판매 전략을 스크랩해서 새로운 판매 전략을 짜겠습니다.	1
20000278_1_S00009240	모든 고객이 주저 없이 을 택하도록 매력 있는 상품을 선보이는 md가 되겠습니다.	1
20000278_1_S00503815	 계약업무를 통해 배운 의사소통방식 입대를 위해 휴학 후 약 1년간 에서 근무한 경험을 통해 의사소통역량을 키웠습니다.	0
20000278_1_S00030042	생애주기에 걸쳐 최고의 가치를 선사하는 에서 기술환경 변화와 고객 환경 변화를 읽겠습니다.	1
20000278_2_S00320949	현장에서 얻은 정성적 자료를 바탕으로 블로그 포스팅을 크롤링했습니다.	0
20000278_1_S00073265	 은 렌터카 사업 부문 선두에 서 있지만 안주하지 않고 신사업에 과감히 투자하고 있습니다.	1
20000278_1_S00115801	데이터분석 전문가 adp 자격증에 도전해 고객 데이터를 효율적으로 다루어 정확한 의사결정에 도움이 되겠습니다.	1
20000278_1_S00026041	 의 일원이 되어서도 적극적으로 고객의 니즈를 읽고 최적의 상품을 선점함으로써 의 매출을 증대하겠습니다. 꼼꼼함의이면 꼼꼼한 성격때문에 일 처리 속도가 빠르지는 않습니다.	1
20000278_1_S00145818	동기들의 열정과 협력으로 마지막까지 훈련을 마쳤고 이러한 힘으로 실수 없이 무대를 완성했으며 더불어 배 전국 치어리딩 대회에서 대상까지 거머쥐었습니다.	1
20000278_1_S00097680	 이라는 톱니바퀴 체계에 저 또한 하나의 톱니바퀴가 되어 쉬지 않고 항상 변화를 추구하며 항상 고객의 관점에서 생각하고 최고의 서비스를 제공할 수 있는 인재가 되겠습니다.	1
20000278_2_S00508766	전략품목 도입 및 u확대로 소비자의 빠른 욕구변화에 대응하며 고객에게 만족을 가져다줌으로써 삶의 질을 증진하고 있습니다.	0
20000278_1_S00132834	 올림픽 패럴림픽과 성장한 커뮤니케이션 역량 2018 평창동계패럴림픽 당시에 선수들의 특성을 고려하여 의 제품을 홍보하고 판매하기 위해 최선을 다했습니다.	0
20000278_1_S00368679	홍보대사 활동으로 공동체 의식의 화 를 주제로 충남대학교에서 길거리 캠페인을 하였습니다.	0
20000278_1_S00479953	현장 경험이 우선이라고 생각하여 학부 졸업 후 에 3개월 간 수습 사원으로 업무를 진행하며 시공사의 전반적인 업무 프로세스를 이해할 수 있었습니다.	0
20000278_1_S00065258	이러한 역량을 바탕으로 마케팅팀에 기여할 것입니다.	1
20000278_1_S00548149	그래서 해피무브 해외봉사단원이 되어 대규모 봉사활동에 도전했으며 스리랑카에서 100명의 단원과 협동하여 건설봉사를 했습니다.	0
20000278_1_S00541975	기존 제품에 대한 상식과 아버지께서 근무하시는 삼성제품도 많이 배웠고 하이마트 매장에도 가서도 직접 체험을 해본 경험을 바탕으로 고객에게 신뢰를 주고 믿음을 주며 다시 찾아올 수 있는 매지저가 될 수 있도록 노력하겠습니다.	0
20000278_1_S00159087	따라서 새로운 홈페이지 도입 전기차 충천소 운영 등 항상 발전하고 도전하는 에 입사한다면 저 역시도 발전이 있어야 한다고 생각합니다.	1
20000278_1_S00020405	화공장치 열교환기 반응기 생산하는 업체 현장실습을 통해서 p id pfd를 보면서 공정을 이해하였고 제품 사양서를 계산해봄으로써 각 장치의 스펙을 검증해보기도 하였습니다.이렇게 약점으로 시작된 경험 중시로 흥미를 이끌어 나가고자 하는 원동력은 에서도 큰 힘을 발휘하여 생산 계획 및 공정 최적화 업무에서도 큰 힘을 발휘하도록 하겠습니다.	1
20000278_1_S00525154	온라인 유통채널 경쟁의 심화 등을 고려하면 오프라인 매장 의존도가 높은 의 영업 실적은 감소할 것이라고 생각합니다.	0
20000278_1_S00085394	협력을 통해 최상의 성과를 내었던 경험을 바탕으로 에서도 협력의 시너지를 발휘하는 사원이 되겠습니다.	1
20000278_1_S00034301	 는 온 on 및 택배 메가 허브 터미널 착공 등 적극적인 투자를 통해 변화에 선제 대응을 진행하고 있습니다.	1
20000278_1_S00047829	 은 more than chemistry 라는 슬로건에 따라 사회에 긍정적인 영향을 나누고 협력사 및 임직원 등 이해관계자들과 함께 가치를 만들어 나가고자 노력하고 있습니다.	1
20000278_1_S00549315	석유화학산업에 대한 이해도를 높이고자 화학 유럽법인에서 6개월간 근무했습니다.	0
20000278_1_S00149075	 최근 는 수익성과 더불어 시장점유율을 높이려 하고 있습니다.	1
20000278_1_S00012152	 에 입사하면 저의 주인의식을 도전과 실행으로 보여드리겠습니다.	1
20000278_1_S00116105	앞으로도 에서 배워야 할 점이 많을 것입니다.	1
20000278_1_S00552079	여름방학 동안 나태해진 저 자신에게 변화를 주어야겠다는 생각으로 인천센터 택배상하차에 지원했습니다.	0
20000278_1_S00558984	실시간으로 식당의 잔여 좌석을 알 수 있으면 저렇게 기다리지 않겠다는 생각이 들었고 이러한 pos단말기를 활용한 실시간 좌석 확인 및 예약 어플리케이션 개발 아이디어를 가지고 교수님의 추천을 받아 대학교 창업지원단 소속 창업 동아리에 들어갔습니다.	0
20000278_1_S00354881	 카카오톡 이모티콘 개편 효율적인 ip 활용 및 이모티콘 사용성 개선을 위한 ux ui 디자인 톡 이모티콘 개편에 참여해 이모티콘 사용성 개선에 대한 아이디어를 적극 발제 센터장 보고를 거쳐 대다수가 이용하고 있는 톡 서비스의 이모티콘 탭 ux ui 디자인을 했습니다.	0
20000278_2_S00476041	그러한 결과로 트레져헌터 라스트오더 넷컴 컴즈 미니시네마 등에서 콘텐츠 플렛폼 운영 콘텐츠 기획하는 경험을 쌓을 수 있었습니다.	0
20000278_1_S00026788	저는 에서 전기설비 분야에 있어서 최고의 1인자가 되기 위해 노력할 것입니다.	1
20000278_1_S00114736	특히 의 경우 필요한 자금을 대출해주며 개인 신용 부동산 자동차 금융 등 다양한 크로스 세일즈가 가능한 환경입니다.5년의 기간 동안 신뢰와 밀착관리를 통해 충성고객 300명을 만들어 의 다양한 금융 상품을 이용하도록 만들겠습니다.	1
20000278_2_S00558507	또한 이노베이션과의 기업과제로 공정최적화를 위한 고압 상거동 연구를 진행하였습니다.	0
20000278_1_S00525096	또 석유화학분야에 대한 지식을 쌓고자 경력직의 대우는 제쳐두고 상사의 인턴십을 신청해 수료했습니다.	0
20000278_1_S00005715	 의 대변인이 되겠습니다 	1
20000278_1_S00077036	 케미칼은 글로벌 최고 수준의 지속 가능한 안전문화 정착 을 전사 안전 목표로 정하고 안전경영시스템의 지속적 발전과 안전문화 정착 무재해 사업장의 근간이 되는 성숙한 안전문화 향상을 위해 노력하고 있습니다.	0
20000278_1_S00536374	그러나 이 작은 시작이 복지 국의 밑거름이 될 것이라는 생각으로 포기하지 않았고 봉사를 하는 등 노력하고 있습니다.	0
20000278_1_S00161707	하지만 끈기는 저를 포기의 늪에서 꺼냈으며 서서히 성적을 회복할 수 있었습니다.좌절의 순간에도 끈기를 가지고 다시 일어났던 지난 시절을 되돌아보며 에서도 끝까지 포기하지 않는 사원이 되겠습니다.	1
20000278_1_S00385828	또한 영업관리자로 근무하며 담당 제휴점에 홈쇼핑과 닷컴오더를 배분해 온라인 고객을 유입하고 오프라인 매장을 활성화하는 프로모션을 직접 진행하며 오프라인에서 온라인으로 이동하는 소비트렌드를 확인했습니다.	0
20000278_1_S00533421	이후 카페 페이스북 페이지 등을 통해 홍보를 진행하였습니다.	0
20000278_1_S00537178	세계 최고의 강대국이자 국을 경험해보고 싶었기 때문입니다.	0
20000278_1_S00059710	 에 입점된 브랜드마다 타겟별로 프로모션 방식을 변화에 대해 고민해보는 것 이외에도 온오프라인 크로스오버 신규 마케팅 전략을 제시하기 위한 호기심을 가져 적극적으로 제안하는 신입사원이 되도록 노력하겠습니다.	1
20000278_1_S00319359	목동 아웃도어 스포츠 시계판매 담당자로 근무하며 고객 1 1 영업대응력을 배양하고자 매장에 있는 시계를 직접 착용하고 출퇴근길 자전거 라이딩을 시도하여 기능파악을 시도한 적이 있었습니다.	0
20000278_1_S00095622	현재 의 사업시스템을 이해하고 이를 바탕으로 성공적인 프로젝트를 기획해낼 것입니다.그다음 중기적으로 관리자의 위치에서 신사업전략 생산관리 해외소싱 수산 축산 등 의 모든 사업을 이해하고 각각의 사업에 도움이 될 수 있는 사람으로 성장하겠습니다.마지막 장기적으로 에서 쌓은 저의 지식과 경험을 바탕으로 조직경영에 참여해보고 싶습니다.	1
20000278_1_S00108537	 네덜란드에서 진행한 7개의 팀 프로젝트 에서 해외 영업을 수행할 수 있는 저의 강점은 꼼꼼함을 기반으로 한 국제 의사소통 능력입니다.	1
20000278_1_S00053839	 어떤 상황에도 몰입하는 잡초 인재 생산 설비의 확실한 신규설비 성공에 일고하고자 지원합니다.	1
20000278_1_S00526738	프로모션 대행사에서 t테이블 g star2018 등 여러 행사의 기획안 실행 결과보고서를 보조하면서 기획력과 추진력을 기를 수 있었습니다.	0
20000278_1_S00067138	이러한 경험을 비료삼아 에 입사하여 주 단위 매출 분석을 하겠습니다.이를 바탕으로 실적 부진한 브랜드는 실적 부진의 요인을 파악하고 높은 매출을 기록한 브랜드는 그 이유가 무엇인지 근거를 제시하는 신입사원이 되겠습니다.	1
20000278_1_S00155843	이러한 제 가치관을 고려할 때 경제성장의 밑바탕이 되는 기업에서부터 가계까지 다양한 고객들에게 금융서비스를 지원하며 고객과 함께 성장을 만들어나가는 여신전문금융회사인 에 에 매력을 느껴 지원하게 되었습니다.두 번째 이유는 제가 잘할 수 있는 일이기 때문입니다.	1
20000278_1_S00146102	이후에는 해외 소싱의 업무 프로세스를 마스터하여 경험을 만들고자 합니다.	1
20000278_1_S00524623	저는 2개월간 화학에서 인수 합병 관련 일본어 통번역 업무를 담당한 적이 있습니다.	0
20000278_2_S00506603	새 협력사에 첫 의뢰로 행사 vmd 제작을 요청한 적이 있습니다.	0
20000278_1_S00150876	소비자이해를 기반으로 한 회사.지난 그룹 중앙연구소에서의 실습을 통해 회사는 소비자이해와 미래 성장을 위한 소재 선점 또는 원천 기술의 확보가 중요함을 알았습니다.	0
20000278_1_S00559626	나아가 에서 주관하는 기업 실무 교육을받으며 기업에서 일하는 데 가장 중요한 팀워크를 기를 수 있었습니다.	0
20000278_1_S00048909	이러한 환경을 조성해줄 회사가 이라고 생각했습니다.	1
20000278_1_S00483127	하지만 브로드밴드에서 사업개발제휴 인턴으로 일할 당시 실제 수익 구조까지 따져야 하는 현업자로서 bm 분석에 한계를 느꼈습니다.	0
20000278_1_S00014878	매해 새해 첫날이 되면 아버지는 저를 이끌고 산을 등산하셨습니다.	0
20000278_1_S00525951	저희 연구실을 총괄책임기관으로 하여 3개 대학 knri kt t로 구성된 연구팀과 함께 연구를 진행하였습니다.	0
20000278_1_S00038948	 성취욕을 만족시켜주는 저는 성취로 보람을 느끼는 사람입니다.	1
20000278_1_S00133274	 맞춤형 엔지니어가 되기 위한 과정 해외 플랜트 현장으로 의 맞춤형 엔지니어가 되는 것을 목표로 하겠습니다.	1
20000278_1_S00025157	 의 일원으로서 대외활동과 인턴을 통해 쌓은 저만의 시장 분석력을 발휘하여 플랫폼 중심 렌탈 시장에서 독보적인 입지를 확보하는데 기여하겠습니다	1
20000278_2_S00489836	때문에 소비자 산업 기술에 대한 빠른 이해를 바탕으로 효율적으로 소비자의 니즈를 해결할 방안을 제시하는 것이 중요합니다.이런 저의 역량은 소프트웨어야 놀자 교육 봉사에서 발휘되었습니다.	0
20000278_1_S00048263	또한 채널과의 관계를 구축하고 활성화하는 과정에서 성과를 창출하기 위해 끊임없이 연구하고 도전하겠습니다.셋째 현장 경험을 바탕으로 고객들이 가장 선호하는 상품을 분석하고 다양한 니즈를 충족시킬 수 있는 기획력을 갖추겠습니다.이러한 목표들을 달성하고 새로운 목표를 세우며 10년 안에 에서 최고의 영업관리자로 성장할 준비가 되어있습니다.	1
20000278_1_S00121382	it 미래 신기술을 활용해 백화점 업계를 선도하는 은 도전을 갈구하는 저에게 가슴이 뛰게 만드는 회사였습니다.	1
20000278_2_S00504426	인도라는 거대한 시장에서 공부와 일을 해본 경험과 영국 교육시스템 등 다양한 경험을 토대로 건설을 세계 건설 시장에 리더가 될 수 있도록 이바지하고 싶습니다	0
20000278_1_S00122109	제가 에 영업관리로 입사하게 된다면 강점인 고객분석력을 바탕으로 담당구역의 고객인 할인점이나 슈퍼들의 판매전략을 수립하겠습니다.	1
20000278_1_S00559587	이후로 빅데이터와 ai 관련 실무적인 경험이 부족하다고 생각하여 에서 주관하는 빅데이터 ai 아카데미를 수강하여 최근 수료하고 데이터 분석 전문가가 되기 위해 열심히 공부하고있습니다.	0
20000278_2_S00553101	따라서 저는 24 아르바이트 경험 시 직면한 시장변화에 대처하며 분석적 인사이트를 키웠습니다.	0
20000278_1_S00037155	앞으로도 잘할 수도 없는 일을 혼자 무리하게 떠안기보다 동료들과의 협업과 분업을 중시하는 의 일원이 되겠습니다.	1
20000278_1_S00029810	40년 동안 이뤄낸 성취들은 의 실패를 두려워하지 않는 도전과 실력에 대한 욕구 없이는 불가능했을 것입니다.	1
20000278_1_S00053806	또한 브랜드별 맞춤 마케팅 기획으로 시티호텔 l7 등 브랜드가 지향하는 고객의 라이프스타일에 따라 여가 문화생활 예약 프로모션 등을 진행할 것입니다.	1
20000278_1_S00158344	 만의 차별적인 가치를 전달하겠습니다 오프라인 온라인 tv 채널 간 경계가 무의미해지면서 현재 시장은 치열한 경쟁이 이뤄지고 있습니다.	1
20000278_1_S00051472	 두려워하지 않는 인 2013년 대학교 3학년 여름방학 시절 인터넷에 올라온 건설 일용직 채용공고에 무작정 지원하고 천안 탕정으로 올라가 3개월간 공장 신축공사 일을 했었습니다.	0
20000278_1_S00552681	dm works는 현재 현대 에서 사용하고 있는 프로그램으로서 로봇 자동화 시스템을 구축하고 효율적인 설비구성 및 양산과정을 시뮬레이션하는 용도로 사용되고 있습니다.	0
20000278_1_S00074327	이러한 생각에서 더 나아가 친환경적인 lca 평가를 받는 제품을 만들겠습니다.	1
20000278_2_S00540069	중고차 수출이 23.6 급증함에 따라 역대 수출 기록을 할 것이라는 전망이 나오고 있습니다.	0
20000278_1_S00553551	하지만 최근 네트웍스가 aj렌터카를 인수하여 렌탈의 강력한 경쟁 상대로 떠올랐습니다.	0
20000278_1_S00111119	 고객의 마음을 움직이는 전략을 디자인 하겠습니다 저는 단순히 외적인 아름다움이 아닌 브랜드가 가진 고유한 가치를 토대로 고객에게 특별한 경험을 제공하며 이를 통해 고객의 마음을 움직이는 디자이너가 되고싶습니다.한편 플래닛 인턴으로 근무하며 진로에 대한 고민을 하였습니다.	0
20000278_2_S00541330	 t 최초 일러스트 작가 ppl t map 택시 마케팅 부서에서 인턴으로 일할 당시 app의 주 사용자는 40대 남성으로 심각하게 치우쳐 있어 브랜드 이미지 노후화가 우려되는 상황이었습니다.	0
20000278_1_S00078410	 의 성공적인 판매 전략 실행과 정체성을 알리는 역할을 넘어서겠습니다.	1
20000278_1_S00143190	이를 통해 모든 조직원이 일한만큼 인정받고 그리고 더 열심히 일할 수 있는 환경을 조성해 글로벌 top 7 종합화학기업으로 도약하고자 하는 의 비전과 함께 하여 차별화의 핵심인원으로서 성장하겠습니다.	1
20000278_1_S00549039	 하나로 이어지는 현장의 매력 자동차공학 과목에서 화성공장을 견학한 적이 있습니다.	0
20000278_1_S00555682	꾸준한 노력 덕분에 api를 통해 데이터를 불러오는 방법을 터득했고 쇼핑몰의 화장품에 대해 2년간 월별로 고객 관심추세를 파악해 계절별 판매 전략을 세울 수 있었습니다.	0
20000278_1_S00016281	이런 상황에서 속초 제주 부여에 가면 역시 	1
20000278_1_S00112658	저는 데이터 거버넌스를 통해 전략적으로 사고하며 고객의 라이프스타일을 점유하고 있는 와 함께 걸으며 고객 행복을 위해 함께 가고 싶습니다.	1
20000278_1_S00130328	이후 전공 지식이 실제 화학공장에서 어떻게 활용되는지 알기 위해 5개월간 에서 인턴십 활동을 했습니다.	0
20000278_2_S00500248	직접 ppt로 홍보 포스터를 제작하여 창문과 배너에 부착했고 간편한 주문을 위해 톡 주문 서비스를 시행했습니다.	0
20000278_1_S00106539	업무에 대한 이해가 높아진 후에는 고객들이 을 이용하며 느끼는 불편함을 직접적으로 개선 할 수 있는 사원이 되겠습니다.	1
20000278_1_S00508152	결국 최종면접까지 갔던 대외활동 모두에 합격하여 대학생기자단으로 활동할 수 있었습니다.마감이 다가오는 출판사 업무와 함께 대외활동을 했기 때문에 시간적으로도 촉박했고 체력적 한계도 존재했습니다.	0
20000278_1_S00120118	 분석을 통해 발견하고 콘텐츠로 만들다 에 입사해 이루고 싶은 목표는 한국 문화와 결부된 콘텐츠 개발하는 것입니다.	1
20000278_1_S00509202	이 이유로 평소 팀원들은 톡 소통에만 집중했습니다.	0
20000278_2_S00281106	저 역시 이를 가슴 깊이 새기고 성실함과 배움의 자세를 얹어 제과의 를 여는 원동력이 될 수 있는 인재가 되겠습니다.	0
20000278_1_S00525686	업무는 맨을 채용 인원을 선별 면접 안내였습니다.	0
20000278_2_S00313826	또한 편의점은 최근 카페 치킨 등의 식품사업 그리고 페이 결제와 atm 출금 수수료 무료 등 다양한 사업까지 확장해 나가며 향후 다가올 1인 가구 시대에서의 영향력은 지금보다 더 강할 것이라 생각합니다.	0
20000278_1_S00466968	뿐만 아니라 모바일 영업을 하다보니 그 외에 전자제품 판매에도 점점 더 관심이 생겼고 시간을 내서 종종 하이마트를 포함해 삼성프라자 베스트샵에 방문하여 고객 입장이 되어 상담을 받다보니 또 다른 신세계를 경험했습니다.	0
20000278_1_S00553221	따라서 2019 자율주행경진대회 참여를 통해 두 역량을 갖추기 위해 노력했습니다.	0
20000278_1_S00546753	 전문성을 키우기 위해 건축 시공 및 설비와 관련하여 에서 현장 실습을 2개월 동안 한 경험이 있습니다.	0
20000278_1_S00053074	저는 그동안 쌓아온 에 대한 소양과 다른 부서 사람들과의 소통으로 얻은 지식으로 미래를 준비하고 훗날 전문가로써 업무에 임할 수 있는 사람이 되고 싶습니다.	1
20000278_1_S00005414	또한 지속적으로 업계와 직무에 대한 사회 정책적 이슈를 파악하며 변화에 빠르게 대응할 수 있는 능력을 기르겠습니다.10년 후에는 그동안 키운 전문성과 신뢰를 바탕으로 일하고 싶은 조직을 위한 인사제도를 기획해보고 싶습니다.제가 가진 소통 역량을 발휘해 구성원들의 이야기를 귀 기울여 듣고 이들의 역량을 최대로 이끌어내며 세계인의 사랑을 받는 로서의 발전에 기여하는 인사담당자가 될 것입니다.	1
20000278_1_S00157775	이러한 선례로 시립대 대 등 서울권 5곳의 대학과의 수주 계약도 달성했습니다.	0
20000278_1_S00110125	 에서도 타부서와 적극적으로 소통하며 일의 효율을 높이겠습니다.저의 단점은 신속하게 결정을 내리지 못하는 것입니다.	1
20000278_1_S00529638	많은 경험을 쌓기 위해 학생대표가 되고 싶다는 목표를 가졌고 결국 대학교 동아리연합회라는 단체에서 학술활동을 담당하는 학술분과장을 1년 부회장을 1년 총 2년간 대학교 학생 약 10000명을 대표하는 학생대표를 맡았습니다.	0
20000278_1_S00552322	 골든 존 벤치마킹을 통해 이뤄낸 매출 증가 대학 시절 jaju매장 판매사원으로 일했을 당시 골든 존을 활용하여 매출 부진의 원인과 더불어 매출 증대를 이루어 낸 적이 있습니다.	0
20000278_1_S00539680	해외 소싱 직무 지원을 위해 우선 학문적으로는 삼성과 의 4년 전액 장학생으로 대학에 입학해 물류 무역에 관한 전공 수업을 수강하고 프랑스에서 영어로 글로벌 비즈니스 수업을 들었습니다.	0
20000278_1_S00548994	그 이후로 지식인의 프로그래밍 언어 분야에서 제가 공부했던 것을 위주로 질문에 대한 답글을 달아주는 활동을 꾸준히 하였습니다.	0
20000278_1_S00031478	이에 따라 제가 변화하고 배우려는 자세를 갖춰야만 기업과의 시너지를 통해 서로 발전 할 수 있는 인재가 될 것이라고 생각합니다.이러한 자세와 지식을 통해 의 발전과 글로벌시장 정착에 이바지하고 싶습니다.	1
20000278_1_S00188760	이를 통해 고객들이 상품을 주문할 때 누구나 다 이용하는 검색포털 대신 홈쇼핑에 들어와 제품을 직접 검색할 수 있는 고객 충성도를 끌어내어 트래픽 자체를 높이는데에도 기여하는 md가 되고 싶습니다.	0
20000278_1_S00554196	미리 생명 측 관계자와 연락해 프로젝트에 차질이 생기지 않도록 매니저로서 인원들과 같이 숙박하면서 관리했습니다.	0
20000278_1_S00553060	 캐피탈은 적인 리스크 관리와 차세대 금융시스템 도입으로 업계를 선도하며 변화를 만들어가고 있다는 점에서 저의 가치와 일치하여 지원하게 되었습니다.	0
20000278_1_S00070387	고객에 대한 사소한 관심 직원이라면 꼭 필요한 덕목이라 생각합니다.	1
20000278_1_S00540400	그 결과 영상 도달률과 조회 수가 30배 이상 늘고 한 달 만에 만 명의 구독자를 5만 명으로 늘릴 수 있었습니다. 성급함을 려 준 어머니의 말씀저의 단점은 겁이 없다는 것입니다.	0
20000278_1_S00028161	오히려 보유한 우수한 커뮤니케이션 원만한 인간관계 능력을 통해 약점을 보완하고 좋은 deal을 체결해 에 기여하는 인재가 되겠습니다.	1
20000278_1_S00098196	제가 가진 글로벌 소통 능력과 동남아시아 시장에 진출했던 경험을 바탕으로 의 동남아시아 시장 영업 담당자로 성장하고 싶어 영업관리 직무 해외영업에 지원합니다.	1
20000278_2_S00479304	저는 온라인쇼핑몰을 운영하며 cafe24의 전자상거래수출마스터 자격증을 취득하였고 스토어팜 오픈마켓 소셜커머스에 입점하며 전자상거래시장의 트렌드의 실무를 경험해 왔습니다.	0
20000278_1_S00136251	이와 같은 경영 환경에 맞추어 엘포인트 기반 빅데이터 서비스 개인화 추천 서비스 등 데이터 기반의 다양한 서비스를 제공하는 에서 데이터 분석가로 성장하기 위해 지원했습니다. 빅데이터부문의 구성원이 되어 먼저 도전하고 싶은 업무는 라임 서비스 입니다.이는 엘포인트 고이용 회원 기반 100만 패널의 데이터를 통해 소비자 인식 기반 및 행동 기반의 정밀한 타겟팅이 가능한데 현재 다루고 있는 데이터에 비해 매우 큰 데이터를 분석하며 트렌드 파악 브랜드 이미지 조사 광고 효과 조사 등 다양한 인사이트를 발굴하는 데에 도전하겠습니다.또한 쇼핑 외식 레저 등 소비자와 밀접한 산업군에 그룹의 브랜드가 뿌리를 내리고 있는 만큼 비즈니스 별로 맞춤형 인사이트를 제공하는 데이터 큐레이터로서 역할을 다할 것입니다.	1
20000278_1_S00548463	 현장 경험을 통한 준비 건축은 현장 근무가 필수적이라는 생각으로 저는 건축을 전공하면서 방학 기간인 2012년 1월에 4주 동안 김포 비발디 건설현장의 직영노무자로 일하였습니다.	0
20000278_2_S00528525	그 결과 30 40대 주부가 많은 것을 알게 되어 해당 연령층이 많이 사용하는 스토리에서 상품을 할인가에 선주문 받아 정해진 날짜에 공급했습니다.	0
20000278_1_S00075888	 에 입사하여서도 업무에 있어 어려움이 따르더라도 끝까지 해내도록 하겠습니다.	1
20000278_1_S00263530	 도전 협업 그리고 결실 챗봇 전문 벤처회사에 재직 당시 에뛰드하우스의 함께 상품 추천 챗봇 을 기획한 적이 있습니다.	0
20000278_1_S00543523	 뜨거운 건설현장 건설 현장체험 학습을 통해 건설업의 뜨거운 현장이 저와 잘 맞는다고 생각했습니다.	0
20000278_1_S00113625	업계 최초 체험형 메가스토어로 기존 가전 영역을 넘어 창의적 혁신을 창출하는 가 라이프스타일 거점이 될 수 있도록 돕고자 지원했습니다.	1
20000278_1_S00508014	저는 인포섹 전략해킹팀의 경험을 통해 어떻게 고객에게 쉽게 보안 취약점을 설명하고 유지보수 방향을 제시해야 하는지를 경험하게 되었습니다.	0
20000278_1_S00098509	그러나 은 균형 잡힌 자산 포트폴리오를 갖추어 고객 만족을 추구하고 있다고 생각합니다.	1
20000278_1_S00556877	이미 상권에는 와 주류의 소주 점유율이 높았기 때문에 업주분들도 좋은데이 소주 입점의 필요성을 못 느끼셨습니다.	0
20000278_1_S00551051	 최우수활동팀의 비결 협력과 커뮤니케이션 전자 csr 서포터즈 활동을 하며 최우수활동팀 상을 받은 경험이 있습니다.	0
20000278_1_S00555686	학부 당시 학술타운이라는 프로젝트를 진행한 적이 있습니다.	0
20000278_1_S00551741	한국은 과거 일제시대와 한국전쟁을 겪었음에도 짧은 시간에 국대열에 진입한 다이내믹한 나라입니다.	0
20000278_1_S00151999	그리고 현재 고객들의 큰 호응을 얻고 있는 제품의 이유를 찾아 어떻게 에 적용할 수 있는지 고민하겠습니다.	1
